poi_a,poi_b,name_a,name_b,category_a,category_b,itinerary_category_a,itinerary_category_b,latitude_a,longitude_a,latitude_b,longitude_b,distance_m,name_similarity,same_itinerary_category,decision
HYD005037,HYD008912,Honey Sweets & Bakers,Park Continental Hotel,confectionery,hotel,Food,Accommodation,17.3987871,78.4488897,17.3992892,78.4487276,58.485,0.146,False,Likely Distinct
HYD003723,HYD035343,AAA Cinemas,Spenser's Supermarket,cinema,supermarket,Entertainment,Shopping,17.4371929,78.448703,17.4376555,78.4484419,58.488,0.25,False,Likely Distinct
HYD034106,HYD035177,سہیل ہوٹل,Masqati,restaurant,supermarket,Food,Shopping,17.372681880000002,78.49906433999999,17.3728801,78.4995744,58.494,0.0,False,Likely Distinct
HYD005576,HYD008952,bajaj electronics,Surabhi Elite,electronics,hotel,Shopping,Accommodation,17.3585307,78.54510552000002,17.3590256,78.5452907,58.498,0.333,False,Likely Distinct
HYD009738,HYD031792,Buddha's monument,volleyball court,monument,pitch,Culture & Heritage,Recreation & Sports,17.3359145,78.2895947,17.3363094,78.2892307,58.541,0.182,False,Likely Distinct
HYD008681,HYD009178,Sree Lakshmi Heavens Womens,Sri Shubham Jewellers,hostel,jewelry,Accommodation,Shopping,17.440392,78.3923622,17.4407083,78.3928026,58.545,0.417,False,Likely Distinct
HYD005496,HYD033642,Bajaj Electronics,Nakshatra,electronics,restaurant,Shopping,Food,17.440666,78.4875535,17.4409765,78.4879985,58.553,0.308,False,Likely Distinct
HYD004287,HYD032156,Daaram Handloom,Maisamma Temple,clothes,place_of_worship,Shopping,Religion,17.4436907,78.46899492,17.4441516,78.4692607,58.56,0.333,False,Likely Distinct
HYD005936,HYD009759,Sholey Curry Point & Chinese Fast Food,Netaji Subash Chandra Bose Statue,fast_food,monument,Food,Culture & Heritage,17.4202785,78.5162304,17.4198611,78.516566,58.561,0.319,False,Likely Distinct
HYD032432,HYD032825,Shivalayam,yellamma temple,place_of_worship,place_of_worship,Religion,Religion,17.51694,78.439825,17.5164146,78.4398531,58.564,0.32,True,Likely Distinct
HYD004217,HYD004230,ARROW,Armani Exchange,clothes,clothes,Shopping,Shopping,17.4189166,78.4485084,17.419413,78.4483258,58.564,0.2,True,Likely Distinct
HYD000620,HYD031661,MGIT canteen,Basket Ball court-1,bakery,pitch,Food,Recreation & Sports,17.3911183,78.3223228,17.3906094,78.32246278,58.569,0.258,False,Likely Distinct
HYD031923,HYD032052,Eidgah Hasmatpet,Hasmatpet Qabristan,place_of_worship,place_of_worship,Religion,Religion,17.4782155,78.49053995,17.478580563636363,78.49093716363636,58.577,0.514,True,Likely Distinct
HYD001836,HYD034738,Cafe Coffee Day,Ruswic The Athlete Hub,cafe,sports,Food,Recreation & Sports,17.435526680000002,78.36696926,17.435702839999998,78.36644951999999,58.58,0.324,False,Likely Distinct
HYD009028,HYD009139,Cream Stone,Krishna Jewellers Pearls & Gems,ice_cream,jewelry,Food,Shopping,17.4343724,78.3863769,17.4347076,78.3868021,58.581,0.25,False,Likely Distinct
HYD004422,HYD005210,ONLY,MAC Cosmetics,clothes,cosmetics,Shopping,Shopping,17.4190273,78.4488469,17.4191845,78.4483205,58.582,0.118,True,Likely Distinct
HYD009200,HYD032719,swarnakshi jewels and accessories,maha laxmi temple,jewelry,place_of_worship,Shopping,Religion,17.4883201,78.3919474,17.4888035,78.3921655,58.586,0.24,False,Likely Distinct
HYD005509,HYD032414,Cromā,Shine of Shekinah church,electronics,place_of_worship,Shopping,Religion,17.435971,78.4009856,17.4357332,78.4004935,58.586,0.143,False,Likely Distinct
HYD033387,HYD033634,Forget Me Not Cafe,Mustard,restaurant,restaurant,Food,Food,17.4374797,78.3893004,17.4369759,78.3891408,58.589,0.08,True,Likely Distinct
HYD004221,HYD004473,Akbar garments,Rukmini,clothes,clothes,Shopping,Shopping,17.3985932,78.4490216,17.3991145,78.4489446,58.605,0.286,True,Likely Distinct
HYD000564,HYD034834,FB cakes,Lucky Gaming Zone,bakery,stationery,Food,Shopping,17.4736071,78.5699135,17.4737465,78.5693814,58.605,0.24,False,Likely Distinct
HYD000553,HYD034841,Cake factory,Narsing Stamps & Zerox,bakery,stationery,Food,Shopping,17.4736611,78.5696238,17.4738683,78.5691165,58.608,0.188,False,Likely Distinct
HYD008652,HYD032327,Padmaraga Women's Hostel,Ramalayam Gudi,hostel,place_of_worship,Accommodation,Religion,17.4428813,78.3856603,17.4429257,78.3862103,58.623,0.263,False,Likely Distinct
HYD008700,HYD033769,Sri sai women's hostel,Restaurant Guest Wifi Solutions,hostel,restaurant,Accommodation,Food,17.4507111,78.3942191,17.4508318,78.3947564,58.625,0.34,False,Likely Distinct
HYD005198,HYD005535,Dr. Batra's,Pai Showroom,cosmetics,electronics,Shopping,Shopping,17.4827938,78.4137537,17.4823134,78.4139802,58.64,0.273,True,Likely Distinct
HYD004419,HYD033433,Nike,Hard Rock Cafe,clothes,restaurant,Shopping,Food,17.4191943,78.4484167,17.418702,78.4486137,58.661,0.222,False,Likely Distinct
HYD000606,HYD008903,Karachi Bakery,POT POURRI,bakery,hotel,Food,Accommodation,17.4428697,78.3553118,17.442993,78.3547748,58.662,0.167,False,Likely Distinct
HYD033896,HYD035385,Swaraaj military hotel,Vijetha,restaurant,supermarket,Food,Shopping,17.4581003,78.3716247,17.4582753,78.3711036,58.673,0.069,False,Likely Distinct
HYD005775,HYD035196,Domino's,More,fast_food,supermarket,Food,Shopping,17.4559975,78.4227013,17.4554716,78.4227384,58.676,0.167,False,Likely Distinct
HYD004375,HYD033728,Louis Philippe,Pizza Hut,clothes,restaurant,Shopping,Food,17.393948,78.3408625,17.3934903,78.3405885,58.676,0.087,False,Likely Distinct
HYD008558,HYD032780,Boys/girls hostel,shivalayam,hostel,place_of_worship,Accommodation,Religion,17.3965332,78.502787,17.3970603,78.5027834,58.678,0.074,False,Likely Distinct
HYD005679,HYD034651,Ana Canteen,AVP Fish Stall,fast_food,seafood,Food,Food,17.4213475,78.5650003,17.4208935,78.5647194,58.688,0.16,True,Likely Distinct
HYD004333,HYD033897,Jockeys,Swathi Tiffins,clothes,restaurant,Shopping,Food,17.4260155,78.45733,17.4254886,78.4573098,58.694,0.095,False,Likely Distinct
HYD006162,HYD008557,Bagwathi sweets and khara,Boys hostel,food,hostel,Food,Accommodation,17.3706314,78.4695356,17.371096,78.4697971,58.705,0.222,False,Likely Distinct
HYD004252,HYD008656,Brand Factory,R V boys hostel,clothes,hostel,Shopping,Accommodation,17.4015469,78.4858527,17.401873114285713,78.48628707142858,58.711,0.214,False,Likely Distinct
HYD008928,HYD033509,Raju Gari Vantillu,Kalinga's Kitchen,hotel,restaurant,Accommodation,Food,17.4473882,78.3919999,17.4469404,78.3917078,58.714,0.286,False,Likely Distinct
HYD000564,HYD005515,FB cakes,Electronics Hub,bakery,electronics,Food,Shopping,17.4736071,78.5699135,17.4737622,78.5693851,58.716,0.087,False,Likely Distinct
HYD001810,HYD033695,Cafe Bahar,Paradise - Take Away,cafe,restaurant,Food,Food,17.4414545,78.4476425,17.4413765,78.4481893,58.719,0.357,True,Likely Distinct
HYD004565,HYD032698,arke collections,hanuman temple,clothes,place_of_worship,Shopping,Religion,17.5075874,78.4636131,17.5077396,78.4641425,58.723,0.267,False,Likely Distinct
HYD032204,HYD033333,Masjid-E-Faizul Quran,Deccan Elite Restaurant,place_of_worship,restaurant,Religion,Food,17.3465309,78.4151485,17.346203,78.4155817,58.73,0.409,False,Likely Distinct
HYD004507,HYD006190,Srinivasa mall,Dadu's,clothes,food_court,Shopping,Food,17.4766829,78.5641652,17.4766484,78.564717,58.731,0.1,False,Likely Distinct
HYD003839,HYD009130,Vishwanath Theatre,Joyalukkas,cinema,jewelry,Entertainment,Shopping,17.496773500000003,78.3965186857143,17.4963708,78.396876,58.735,0.071,False,Likely Distinct
HYD009199,HYD033798,srinivasa jewllery,Sandwich Eatery,jewelry,restaurant,Shopping,Food,17.4942882,78.356181,17.494811,78.3561061,58.739,0.424,False,Likely Distinct
HYD004272,HYD035260,Chemis,Ratnadeep Supermarket,clothes,supermarket,Shopping,Shopping,17.4258258,78.4573463,17.4255244,78.4568923,58.743,0.148,True,Likely Distinct
HYD033107,HYD035439,Amberpet Ground,Amberpet Swimming Pool,recreation_ground,swimming_pool,Nature & Outdoors,Recreation & Sports,17.391348972727272,78.51866229090909,17.39092,78.5183401,58.748,0.595,False,Likely Distinct
HYD003740,HYD033867,Cine Town & Laxmi 70 MM,Sri Raghavendra Bhavan Udipi,cinema,restaurant,Entertainment,Food,17.4954057,78.3533726,17.4948857,78.3532779,58.754,0.245,False,Likely Distinct
HYD003757,HYD003808,Lakshmikala,Shashikala,cinema,cinema,Entertainment,Entertainment,17.4673137,78.428333,17.4678001,78.428118,58.764,0.667,True,Likely Distinct
HYD033444,HYD033541,Hitech Bawarchi,Kritunga Restaurant,restaurant,restaurant,Food,Food,17.4411978,78.3916463,17.4408428,78.3912368,58.764,0.294,True,Likely Distinct
HYD031752,HYD031763,Soccer Pitch,Tennis Court,pitch,pitch,Recreation & Sports,Recreation & Sports,17.55785402222222,78.3949277,17.5574938625,78.395332225,58.765,0.333,True,Likely Distinct
HYD001994,HYD004217,Starbucks,ARROW,cafe,clothes,Food,Shopping,17.4193666,78.4482191,17.4189166,78.4485084,58.766,0.286,False,Likely Distinct
HYD001765,HYD033869,Sabiha Poultry & Chicken,Sri Raghavendra Udipi Veg,butcher,restaurant,Food,Food,17.4298879,78.5130714,17.4295332,78.5126616,58.766,0.255,True,Likely Distinct
HYD005504,HYD034842,CP plus,Narsing Stamps & Zerox,electronics,stationery,Shopping,Shopping,17.4740681,78.568744,17.4738114,78.5692275,58.767,0.148,True,Likely Distinct
HYD008981,HYD033709,Treebo Saffron Suites,Pepper Green,hotel,restaurant,Accommodation,Food,17.4266568,78.3296387,17.426317,78.3292152,58.77,0.242,False,Likely Distinct
HYD000564,HYD004332,FB cakes,Jockey Store,bakery,clothes,Food,Shopping,17.4736071,78.5699135,17.4740382,78.569594,58.775,0.4,False,Likely Distinct
HYD001768,HYD005733,Sneha Chicken,Chapathi & Curry Point,butcher,fast_food,Food,Food,17.4198723,78.5167967,17.4203025,78.5164758,58.779,0.364,True,Likely Distinct
HYD005947,HYD035198,Sri Sai bakery,More,fast_food,supermarket,Food,Shopping,17.330870259999998,78.60777812,17.3303488,78.6076909,58.783,0.222,False,Likely Distinct
HYD004283,HYD005502,Clothes Footwear,Bajaj electronics,clothes,electronics,Shopping,Shopping,17.4629136,78.367028,17.4632868,78.3674198,58.801,0.182,True,Likely Distinct
HYD008900,HYD033167,Oyo Hotel Rainbow Saphire,Afgan Darbar Resturant,hotel,restaurant,Accommodation,Food,17.4025597,78.4624669,17.4030441,78.462246,58.806,0.213,False,Likely Distinct
HYD032670,HYD032753,bramaramba mallikarjuna swami temple,ramaalayam,place_of_worship,place_of_worship,Religion,Religion,17.5650089,78.4558875,17.5654785,78.4561412,58.811,0.261,True,Likely Distinct
HYD001566,HYD033767,Pan.com,Reddy's tiffin center,beverages,restaurant,Food,Food,17.3949437,78.4351768,17.3944178,78.4352303,58.818,0.214,True,Likely Distinct
HYD003783,HYD004542,Pvr Nexus mall,Victoria's Secret,cinema,clothes,Entertainment,Shopping,17.4844074,78.3889568,17.483912,78.3891498,58.834,0.323,False,Likely Distinct
HYD003723,HYD035335,AAA Cinemas,Spencars,cinema,supermarket,Entertainment,Shopping,17.4371929,78.448703,17.4376637,78.4484512,58.838,0.211,False,Likely Distinct
HYD005777,HYD005882,Domino's,McDonald's,fast_food,fast_food,Food,Food,17.4347204,78.3870167,17.4346181,78.3864731,58.847,0.556,True,Likely Distinct
HYD004535,HYD033735,VRK Silks,Protein And More,clothes,restaurant,Shopping,Food,17.478666,78.5593918,17.4791672,78.5592154,58.855,0.16,False,Likely Distinct
HYD004453,HYD004487,Real Value,Serina Shopping Mall,clothes,clothes,Shopping,Shopping,17.5133467,78.447138,17.5128318,78.447012,58.86,0.267,True,Likely Distinct
HYD035307,HYD035605,SKS Traders,Padmavathi tiffin center,supermarket,tiffincenter,Shopping,Food,17.4112363,78.4919158,17.4111877,78.4924677,58.865,0.229,False,Likely Distinct
HYD005734,HYD005865,Chat,Kalpana Food Court,fast_food,fast_food,Food,Food,17.4644473,78.4834084,17.464015,78.4837276,58.866,0.182,True,Likely Distinct
HYD001943,HYD006046,Minevera Coffee Shop,Fit Dock,cafe,fitness_centre,Food,Recreation & Sports,17.4461557,78.384665,17.4465226,78.3842658,58.871,0.214,False,Likely Distinct
HYD004232,HYD006847,Avvari,Apple Homes Guest House,clothes,guest_house,Shopping,Accommodation,17.4453893,78.386632,17.4448604,78.386635,58.878,0.069,False,Likely Distinct
HYD005526,HYD034842,Opus,Narsing Stamps & Zerox,electronics,stationery,Shopping,Shopping,17.474034,78.5697304,17.4738114,78.5692275,58.88,0.083,True,Likely Distinct
HYD032502,HYD034806,Sri Kanaka Dhurgamma Gudi,Siddhartha Nagar Indoor Stadium and Cultural centre,place_of_worship,stadium,Religion,Recreation & Sports,17.4432567,78.4323239,17.4430435,78.4328314,58.894,0.289,False,Likely Distinct
HYD006106,HYD034019,cult.fit,cafe nandini,fitness_centre,restaurant,Recreation & Sports,Food,17.4266717,78.4149677,17.4268355,78.415495,58.897,0.3,False,Likely Distinct
HYD004414,HYD034020,Neerus,chaitanya food court,clothes,restaurant,Shopping,Food,17.4851389,78.3900355,17.4851485,78.3905901,58.912,0.154,False,Likely Distinct
HYD008801,HYD033539,Grand Continent,Kritunga,hotel,restaurant,Accommodation,Food,17.4266608,78.3295403,17.4264819,78.3300624,58.918,0.174,False,Likely Distinct
HYD005840,HYD033270,KFC,Blue Fox,fast_food,restaurant,Food,Food,17.4234158,78.4280584,17.4232236,78.4275415,58.92,0.182,True,Likely Distinct
HYD004338,HYD033246,Kaira,Bawarchi,clothes,restaurant,Shopping,Food,17.4410469,78.3597649,17.44130972,78.35928334,58.922,0.308,False,Likely Distinct
HYD004291,HYD004490,Denim Clothes,She Trends,clothes,clothes,Shopping,Shopping,17.4781236,78.5606759,17.4783107,78.5601569,58.925,0.261,True,Likely Distinct
HYD008560,HYD008567,Budh Bhavan,Gandhi Bhavan,hostel,hostel,Accommodation,Accommodation,17.5419562,78.5744561,17.5424827,78.5743987,58.926,0.75,True,Likely Distinct
HYD001610,HYD033462,Himalaya Book World,Hotel Shezan,books,restaurant,Shopping,Food,17.3864932,78.4725084,17.3868358,78.4720854,58.931,0.129,False,Likely Distinct
HYD001622,HYD005507,Spark Academy,Computers,books,electronics,Shopping,Shopping,17.4736598,78.5696556,17.4741437,78.5694303,58.943,0.091,True,Likely Distinct
HYD001634,HYD001635,naveen stationary,sri veerabhadra bookstore,books,books,Shopping,Shopping,17.3670447,78.5211568,17.3672466,78.5216699,58.948,0.381,True,Likely Distinct
HYD005676,HYD009343,Amoga,Asian Satyam Mall,fast_food,mall,Food,Shopping,17.4375828,78.4484518,17.437193580000002,78.44882814,58.948,0.273,False,Likely Distinct
HYD004414,HYD033299,Neerus,Chaitanya Food Court,clothes,restaurant,Shopping,Food,17.4851389,78.3900355,17.4851811,78.39058882,58.954,0.154,False,Likely Distinct
HYD006102,HYD035169,Vasavi Gods Power Gym,Kiranam Shop & Milk,fitness_centre,supermarket,Recreation & Sports,Shopping,17.422602,78.5124898,17.4231107,78.5126442,58.955,0.158,False,Likely Distinct
HYD005894,HYD009615,McDonald's,YSR Statue,fast_food,memorial,Food,Culture & Heritage,17.4263366,78.4530858,17.4266915,78.4526737,58.962,0.2,False,Likely Distinct
HYD031111,HYD036242,Quiet Lands Park,QL Pond,park,water,Nature & Outdoors,Nature & Outdoors,17.441049333333336,78.36242558333333,17.44052042,78.36245632,58.969,0.348,True,Likely Distinct
HYD008868,HYD033163,Luxor Park,Abhiruchi,hotel,restaurant,Accommodation,Food,17.4382146,78.3897767,17.4377697,78.3900781,58.971,0.105,False,Likely Distinct
HYD004291,HYD004458,Denim Clothes,Rekha Fashions,clothes,clothes,Shopping,Shopping,17.4781236,78.5606759,17.4783026,78.5601533,58.972,0.222,True,Likely Distinct
HYD008934,HYD033653,Sana Bawarchi,New Sagar Restaurant & Bakers,hotel,restaurant,Accommodation,Food,17.5150668,78.4469297,17.5145394,78.4469824,58.976,0.35,False,Likely Distinct
HYD001988,HYD004479,"Sri Balaji Tiffins, Meals & Curry Point",Sai Vijaya Sarees Centre,cafe,clothes,Food,Shopping,17.4203544,78.5657599,17.4200139,78.5653344,58.983,0.433,False,Likely Distinct
HYD005803,HYD034865,Fast Food,Stationary Shop,fast_food,stationery,Food,Shopping,17.494254,78.3927976,17.494457,78.3922846,58.985,0.333,False,Likely Distinct
HYD000527,HYD006005,Bangalore Iyengers Bakery,hot chips,bakery,fast_food,Food,Food,17.4874479,78.3957668,17.4870197,78.396094,58.99,0.235,True,Likely Distinct
HYD004266,HYD034818,Casa Flora clothes,Bisleri,clothes,stationery,Shopping,Shopping,17.4742361,78.5685492,17.473918,78.5689935,58.997,0.24,True,Likely Distinct
HYD034061,HYD034813,midhunam Resturant,Alie's optics,restaurant,stationery,Food,Shopping,17.4742826,78.5684789,17.4747253,78.5681734,59.003,0.258,False,Likely Distinct
HYD004288,HYD035944,Dayals Silks & Sarees,Fabindia,clothes,variety_store,Shopping,Shopping,17.4350796,78.4028662,17.4348172,78.4033489,59.004,0.148,True,Likely Distinct
HYD001817,HYD009056,Cafe Coffee Day,Quality walls,cafe,ice_cream,Food,Food,17.4412248,78.381208,17.4414221,78.3806922,59.02,0.214,True,Likely Distinct
HYD004390,HYD033984,Manyavar,Vistara,clothes,restaurant,Shopping,Food,17.495757,78.3956608,17.4958418,78.3951122,59.025,0.4,False,Likely Distinct
HYD005923,HYD008558,Raju fast food,Boys/girls hostel,fast_food,hostel,Food,Accommodation,17.3965018,78.5033418,17.3965332,78.502787,59.027,0.258,False,Likely Distinct
HYD006008,HYD034846,ks bakers,Price 2 Price,fast_food,stationery,Food,Shopping,17.4777129,78.5629026,17.4772138,78.5630903,59.028,0.182,False,Likely Distinct
HYD000178,HYD000218,Gurram Jashuva,Suravaram Pratapa Reddy,artwork,artwork,Culture & Heritage,Culture & Heritage,17.4172597,78.4812606,17.4176759,78.481605,59.03,0.432,True,Likely Distinct
HYD009344,HYD009418,BIBA,Reliance Trends _ Mens /Womens/ Kids,mall,mall,Shopping,Shopping,17.3997763,78.5551043,17.4003061,78.5551284,59.033,0.111,True,Likely Distinct
HYD005519,HYD035190,IFB Store,More,electronics,supermarket,Shopping,Shopping,17.3308429,78.5698684,17.3305796,78.5693859,59.035,0.462,True,Likely Distinct
HYD005486,HYD007021,Anchor Electronics,Mallikarjuna,electronics,hardware,Shopping,Shopping,17.4738968,78.5704479,17.4735585,78.5700198,59.038,0.133,True,Likely Distinct
HYD008822,HYD033329,Hotel Hill Park Inn,Dastarkhan,hotel,restaurant,Accommodation,Food,17.4024961,78.4620102,17.4026359,78.4614738,59.057,0.345,False,Likely Distinct
HYD004479,HYD033202,Sai Vijaya Sarees Centre,Annapurna Restaurant,clothes,restaurant,Shopping,Food,17.4200139,78.5653344,17.4195098,78.565161,59.061,0.409,False,Likely Distinct
HYD008658,HYD030869,Raghavendra mens hostel,Ayyappa Society Park,hostel,park,Accommodation,Nature & Outdoors,17.4465447,78.3906316,17.44699648,78.39092326,59.066,0.279,False,Likely Distinct
HYD033489,HYD033586,Indijoe,Mandi 36,restaurant,restaurant,Food,Food,17.4151382,78.4493609,17.4153075,78.4498881,59.079,0.4,True,Likely Distinct
HYD001623,HYD008744,Sri Ayyappa Book Stall,ram reddy boys hostel,books,hostel,Shopping,Accommodation,17.4117167,78.4889559,17.41139194,78.48851583999999,59.088,0.465,False,Likely Distinct
HYD004278,HYD004337,Cherma's,KLM shopping Mall,clothes,clothes,Shopping,Shopping,17.4315317,78.4475377,17.4319427,78.4478898,59.091,0.24,True,Likely Distinct
HYD006215,HYD033331,Pan Mahal,De Alphabet Hotel,food_court,restaurant,Food,Food,17.474523,78.5682993,17.4750539,78.5683028,59.101,0.308,True,Likely Distinct
HYD001758,HYD033595,Proteins,Mayabazar,butcher,restaurant,Food,Food,17.4615066,78.5006139,17.4609913,78.50074868,59.122,0.118,True,Likely Distinct
HYD006042,HYD033282,Cult Fitness Centre,Bronzy Fried Chicken,fitness_centre,restaurant,Recreation & Sports,Food,17.4255733,78.4569252,17.4261044,78.4569305,59.125,0.41,False,Likely Distinct
HYD000188,HYD000204,Kandukuri Veeresalingam,Pingali Venkayya,artwork,artwork,Culture & Heritage,Culture & Heritage,17.4185623,78.4823255,17.4189819,78.4826668,59.125,0.359,True,Likely Distinct
HYD033451,HYD033750,Hotel Bhimas,Rajugari Pulav,restaurant,restaurant,Food,Food,17.4072009,78.3919003,17.4069621,78.3923977,59.139,0.154,True,Likely Distinct
HYD004535,HYD009177,VRK Silks,Sri Ganesh Jewellers,clothes,jewelry,Shopping,Shopping,17.478666,78.5593918,17.478417,78.5598837,59.141,0.345,True,Likely Distinct
HYD009030,HYD033615,CreamStone - Next Galleria Mall,Melbourne Fried chicken,ice_cream,restaurant,Food,Food,17.4288981,78.4504284,17.429158,78.4499426,59.154,0.269,True,Likely Distinct
HYD000134,HYD000222,Lakshmi Ganesh Aquarium,Telangana Martyrs Memorial,aquarium,artwork,Entertainment,Culture & Heritage,17.5185807,78.3957388,17.5184889,78.39628744,59.159,0.367,False,Likely Distinct
HYD005940,HYD009456,Siva Reddy Foods,sounth india shoppinh mall,fast_food,mall,Food,Shopping,17.4931153,78.4039371,17.4930479,78.4044898,59.178,0.238,False,Likely Distinct
HYD006113,HYD006240,"sakhi beauty parlour, gym and yoga",chat center,fitness_centre,food_court,Recreation & Sports,Food,17.4105267,78.5069324,17.4110374,78.5070876,59.192,0.227,False,Likely Distinct
HYD006589,HYD006614,Desire and decor,Luxe furnishing,furniture,furniture,Shopping,Shopping,17.4403142,78.3632636,17.4407499,78.3629441,59.194,0.194,True,Likely Distinct
HYD000147,HYD031099,The Heritage well,Playground,archaeological_site,park,Culture & Heritage,Nature & Outdoors,17.4244789,78.5255086,17.4244954,78.5249515,59.196,0.074,False,Likely Distinct
HYD006584,HYD033945,Bantia Furniture,Tilaks Kitchen,furniture,restaurant,Shopping,Food,17.4396898,78.3988337,17.440157579999997,78.3990989,59.203,0.467,False,Likely Distinct
HYD005147,HYD031862,Milk shop,Bhulaxmi mata temple begum bazar,convenience,place_of_worship,Shopping,Religion,17.3715129,78.4696086,17.3712842,78.4691051,59.226,0.195,False,Likely Distinct
HYD006614,HYD031110,Luxe furnishing,Quiet Lands Greenery,furniture,park,Shopping,Nature & Outdoors,17.4407499,78.3629441,17.4404185,78.36250776,59.233,0.171,False,Likely Distinct
HYD001962,HYD034687,Paradise Cafe,Cost 2 Cost,cafe,shoes,Food,Shopping,17.4417083,78.487255,17.4417416,78.4878117,59.242,0.25,False,Likely Distinct
HYD008904,HYD009422,Pallavi hotel,SGM mall,hotel,mall,Accommodation,Shopping,17.3944984,78.4392655,17.3942882,78.439778,59.248,0.286,False,Likely Distinct
HYD008657,HYD008690,RR Girls PG,Sri Nilayam Girls Hostel,hostel,hostel,Accommodation,Accommodation,17.4425561,78.3858002,17.4427968,78.3853026,59.253,0.457,True,Likely Distinct
HYD005526,HYD033639,Opus,Naga Bhushana Mess,electronics,restaurant,Shopping,Food,17.474034,78.5697304,17.4739189,78.5702751,59.253,0.182,False,Likely Distinct
HYD001988,HYD005247,"Sri Balaji Tiffins, Meals & Curry Point",Mukunda Dairy Products,cafe,dairy,Food,Food,17.4203544,78.5657599,17.4200383,78.565311,59.256,0.241,True,Likely Distinct
HYD031844,HYD035379,Bee Saheba Masjid,Vegetable Market,place_of_worship,supermarket,Religion,Shopping,17.359433,78.4412483,17.3596237,78.4417693,59.266,0.303,False,Likely Distinct
HYD004318,HYD004535,INDIAN TERRAIN CLOTHES,VRK Silks,clothes,clothes,Shopping,Shopping,17.4784412,78.5598978,17.478666,78.5593918,59.282,0.194,True,Likely Distinct
HYD005074,HYD034701,Vasireddy Swagruha Foods - Ruchi Caterers,Sreeja Footwear,confectionery,shoes,Food,Shopping,17.4970934,78.3594826,17.4965759,78.3593507,59.287,0.333,False,Likely Distinct
HYD000661,HYD033568,Sri Hari Hara Sweets,Madhapur Bawarchi,bakery,restaurant,Food,Food,17.4406288,78.3930501,17.4407157,78.3924993,59.293,0.324,True,Likely Distinct
HYD002039,HYD034039,cafe day,heathage food point,cafe,restaurant,Food,Food,17.330489,78.5745238,17.3306524,78.5739924,59.297,0.296,True,Likely Distinct
HYD033487,HYD034691,Icecream Club,Kora Shoe Makers,restaurant,shoes,Food,Shopping,17.4541644,78.4981718,17.4542218,78.4976167,59.301,0.138,False,Likely Distinct
HYD005519,HYD033818,IFB Store,Savage Chinese and American Bistro,electronics,restaurant,Shopping,Food,17.3308429,78.5698684,17.3310274,78.57039225999999,59.307,0.233,False,Likely Distinct
HYD004409,HYD034000,Narsingh,Yum Yum Tree,clothes,restaurant,Shopping,Food,17.4765391,78.5647781,17.4765742,78.5653353,59.307,0.1,False,Likely Distinct
HYD000141,HYD004463,Gulzar houz (fountain),Reliance Trends,archaeological_site,clothes,Culture & Heritage,Shopping,17.3634508,78.4749992,17.3629189,78.4750316,59.311,0.229,False,Likely Distinct
HYD031757,HYD035464,Tariq Sports Academy,Secunderabad Club Swimming Pool,pitch,swimming_pool,Recreation & Sports,Recreation & Sports,17.453677239999998,78.49790809999999,17.453215680000003,78.49762892000001,59.323,0.196,True,Likely Distinct
HYD033593,HYD033765,Master Chef,Red Bucket biryani,restaurant,restaurant,Food,Food,17.3988049,78.5605302,17.3993379,78.5605347,59.335,0.069,True,Likely Distinct
HYD034699,HYD035944,Skechers,Fabindia,shoes,variety_store,Shopping,Shopping,17.4343981,78.4030037,17.4348172,78.4033489,59.336,0.0,True,Likely Distinct
HYD032770,HYD033284,saibaba temple,Brundavan,place_of_worship,restaurant,Religion,Food,17.413175,78.4070072,17.4137026,78.4070873,59.345,0.174,False,Likely Distinct
HYD032505,HYD033908,Sri Katta Maisamma Temple,Tabala,place_of_worship,restaurant,Religion,Food,17.4012474,78.57944011666667,17.4010913,78.5789058,59.349,0.258,False,Likely Distinct
HYD004306,HYD009149,Gas,Mangatrai,clothes,jewelry,Shopping,Shopping,17.434071,78.4050442,17.4338372,78.4055465,59.358,0.333,True,Likely Distinct
HYD004271,HYD004490,Charitha Clothes,She Trends,clothes,clothes,Shopping,Shopping,17.4781104,78.5606749,17.4783107,78.5601569,59.362,0.231,True,Likely Distinct
HYD005855,HYD009778,KFC,Pummy Lodge,fast_food,motel,Food,Accommodation,17.4264124,78.4530515,17.4258957,78.4531897,59.362,0.0,False,Likely Distinct
HYD006843,HYD008680,Shri Vinayaka Traders,Sirisha Working Women's Hostel,grocery,hostel,Food,Accommodation,17.4424583,78.3917037,17.4429556,78.3915017,59.371,0.314,False,Likely Distinct
HYD003751,HYD004418,INOX Cinema,New U,cinema,clothes,Entertainment,Shopping,17.418803,78.4484007,17.4193023,78.4485972,59.371,0.25,False,Likely Distinct
HYD003750,HYD004422,INOX,ONLY,cinema,clothes,Entertainment,Shopping,17.4195272,78.4486519,17.4190273,78.4488469,59.378,0.25,False,Likely Distinct
HYD003809,HYD035576,Sheesh Mahal,Sheeshmahal Cinema Hall,cinema,theatre,Entertainment,Entertainment,17.4346495,78.448776,17.43516766,78.44890874000001,59.379,0.629,True,Likely Distinct
HYD000661,HYD033942,Sri Hari Hara Sweets,Thurum Khan Restaurant,bakery,restaurant,Food,Food,17.4406288,78.3930501,17.4404015,78.3935559,59.38,0.429,True,Likely Distinct
